ID,Verde,NIR
Pina_26meses(SC),0.049,0.387
Pina_26meses(SC),0.041,0.368
Pina_26meses(SC),0.041,0.431
Pina_26meses(SC),0.047,0.384
Pina_26meses(SC),0.046,0.521
Pina_26meses(SC),0.053,0.442
Pina_26meses(SC),0.05,0.522
Pina_26meses(SC),0.069,0.463
Pina_26meses(SC),0.045,0.454
Pina_26meses(SC),0.043,0.469
Pina_26meses(SC),0.04,0.448
Pina_26meses(SC),0.034,0.372
Pina_26meses(SC),0.042,0.486
Pina_26meses(SC),0.044,0.397
Pina_26meses(SC),0.04,0.388
Pina_26meses(SC),0.042,0.467
Pina_26meses(SC),0.041,0.447
Pina_26meses(SC),0.035,0.406
Pina_26meses(SC),0.048,0.495
Pina_26meses(SC),0.057,0.446
Pina_26meses(SC),0.05,0.387
Pina_26meses(SC),0.042,0.369
Pina_26meses(SC),0.042,0.431
Pina_26meses(SC),0.048,0.384
Pina_26meses(SC),0.047,0.522
Pina_26meses(SC),0.054,0.443
Pina_26meses(SC),0.051,0.522
Pina_26meses(SC),0.07,0.464
Pina_26meses(SC),0.045,0.455
Pina_26meses(SC),0.043,0.47
Pina_26meses(SC),0.04,0.449
Pina_26meses(SC),0.034,0.373
Pina_26meses(SC),0.043,0.487
Pina_26meses(SC),0.044,0.398
Pina_26meses(SC),0.041,0.388
Pina_26meses(SC),0.042,0.468
Pina_26meses(SC),0.041,0.447
Pina_26meses(SC),0.036,0.406
Pina_26meses(SC),0.049,0.495
Pina_26meses(SC),0.058,0.446
Pina_26meses(SC),0.051,0.388
Pina_26meses(SC),0.042,0.369
Pina_26meses(SC),0.042,0.432
Pina_26meses(SC),0.048,0.384
Pina_26meses(SC),0.048,0.523
Pina_26meses(SC),0.054,0.443
Pina_26meses(SC),0.052,0.523
Pina_26meses(SC),0.07,0.464
Pina_26meses(SC),0.046,0.455
Pina_26meses(SC),0.044,0.47
Pina_26meses(SC),0.041,0.45
Pina_26meses(SC),0.034,0.374
Pina_26meses(SC),0.043,0.488
Pina_26meses(SC),0.045,0.398
Pina_26meses(SC),0.041,0.389
Pina_26meses(SC),0.043,0.469
Pina_26meses(SC),0.042,0.448
Pina_26meses(SC),0.036,0.407
Pina_26meses(SC),0.05,0.496
Pina_26meses(SC),0.058,0.447
Pina_26meses(SC),0.051,0.388
Pina_26meses(SC),0.042,0.37
Pina_26meses(SC),0.043,0.432
Pina_26meses(SC),0.049,0.385
Pina_26meses(SC),0.048,0.524
Pina_26meses(SC),0.055,0.444
Pina_26meses(SC),0.052,0.524
Pina_26meses(SC),0.071,0.465
Pina_26meses(SC),0.046,0.456
Pina_26meses(SC),0.044,0.471
Pina_26meses(SC),0.041,0.451
Pina_26meses(SC),0.035,0.374
Pina_26meses(SC),0.043,0.489
Pina_26meses(SC),0.045,0.399
Pina_26meses(SC),0.042,0.389
Pina_26meses(SC),0.043,0.469
Pina_26meses(SC),0.042,0.449
Pina_26meses(SC),0.037,0.407
Pina_26meses(SC),0.05,0.497
Pina_26meses(SC),0.059,0.448
Pina_26meses(SC),0.052,0.389
Pina_26meses(SC),0.043,0.37
Pina_26meses(SC),0.043,0.433
Pina_26meses(SC),0.049,0.386
Pina_26meses(SC),0.049,0.525
Pina_26meses(SC),0.055,0.445
Pina_26meses(SC),0.053,0.524
Pina_26meses(SC),0.072,0.466
Pina_26meses(SC),0.047,0.457
Pina_26meses(SC),0.045,0.472
Pina_26meses(SC),0.042,0.451
Pina_26meses(SC),0.035,0.375
Pina_26meses(SC),0.044,0.49
Pina_26meses(SC),0.046,0.4
Pina_26meses(SC),0.042,0.39
Pina_26meses(SC),0.044,0.47
Pina_26meses(SC),0.042,0.45
Pina_26meses(SC),0.037,0.408
Pina_26meses(SC),0.05,0.498
Pina_26meses(SC),0.059,0.449
Pina_26meses(SC),0.052,0.389
Pina_26meses(SC),0.043,0.371
Pina_26meses(SC),0.044,0.434
Pina_26meses(SC),0.05,0.387
Pina_26meses(SC),0.049,0.526
Pina_26meses(SC),0.056,0.445
Pina_26meses(SC),0.053,0.525
Pina_26meses(SC),0.072,0.466
Pina_26meses(SC),0.047,0.457
Pina_26meses(SC),0.045,0.472
Pina_26meses(SC),0.042,0.452
Pina_26meses(SC),0.035,0.376
Pina_26meses(SC),0.044,0.49
Pina_26meses(SC),0.046,0.401
Pina_26meses(SC),0.042,0.391
Pina_26meses(SC),0.044,0.471
Pina_26meses(SC),0.043,0.45
Pina_26meses(SC),0.037,0.409
Pina_26meses(SC),0.051,0.498
Pina_26meses(SC),0.06,0.45
Pina_26meses(SC),0.053,0.39
Pina_26meses(SC),0.044,0.371
Pina_26meses(SC),0.044,0.435
Pina_26meses(SC),0.05,0.387
Pina_26meses(SC),0.049,0.527
Pina_26meses(SC),0.056,0.446
Pina_26meses(SC),0.054,0.526
Pina_26meses(SC),0.073,0.466
Pina_26meses(SC),0.047,0.458
Pina_26meses(SC),0.045,0.473
Pina_26meses(SC),0.042,0.453
Pina_26meses(SC),0.036,0.376
Pina_26meses(SC),0.045,0.491
Pina_26meses(SC),0.046,0.401
Pina_26meses(SC),0.042,0.391
Pina_26meses(SC),0.044,0.471
Pina_26meses(SC),0.043,0.451
Pina_26meses(SC),0.037,0.409
Pina_26meses(SC),0.051,0.499
Pina_26meses(SC),0.06,0.45
Pina_26meses(SC),0.053,0.39
Pina_26meses(SC),0.044,0.372
Pina_26meses(SC),0.044,0.435
Pina_26meses(SC),0.05,0.387
Pina_26meses(SC),0.05,0.527
Pina_26meses(SC),0.057,0.446
Pina_26meses(SC),0.054,0.527
Pina_26meses(SC),0.073,0.466
Pina_26meses(SC),0.048,0.459
Pina_26meses(SC),0.045,0.474
Pina_26meses(SC),0.043,0.453
Pina_26meses(SC),0.036,0.377
Pina_26meses(SC),0.045,0.491
Pina_26meses(SC),0.047,0.401
Pina_26meses(SC),0.043,0.392
Pina_26meses(SC),0.045,0.472
Pina_26meses(SC),0.043,0.452
Pina_26meses(SC),0.038,0.41
Pina_26meses(SC),0.052,0.499
Pina_26meses(SC),0.06,0.45
Pina_26meses(SC),0.053,0.391
Pina_26meses(SC),0.044,0.373
Pina_26meses(SC),0.045,0.435
Pina_26meses(SC),0.051,0.388
Pina_26meses(SC),0.05,0.527
Pina_26meses(SC),0.057,0.447
Pina_26meses(SC),0.054,0.528
Pina_26meses(SC),0.074,0.467
Pina_26meses(SC),0.048,0.459
Pina_26meses(SC),0.046,0.474
Pina_26meses(SC),0.043,0.454
Pina_26meses(SC),0.036,0.377
Pina_26meses(SC),0.045,0.491
Pina_26meses(SC),0.047,0.402
Pina_26meses(SC),0.043,0.393
Pina_26meses(SC),0.045,0.472
Pina_26meses(SC),0.043,0.452
Pina_26meses(SC),0.038,0.41
Pina_26meses(SC),0.052,0.499
Pina_26meses(SC),0.061,0.45
Pina_26meses(SC),0.054,0.391
Pina_26meses(SC),0.044,0.373
Pina_26meses(SC),0.045,0.435
Pina_26meses(SC),0.051,0.388
Pina_26meses(SC),0.05,0.528
Pina_26meses(SC),0.057,0.448
Pina_26meses(SC),0.054,0.529
Pina_26meses(SC),0.074,0.468
Pina_26meses(SC),0.048,0.46
Pina_26meses(SC),0.046,0.475
Pina_26meses(SC),0.043,0.454
Pina_26meses(SC),0.036,0.377
Pina_26meses(SC),0.045,0.492
Pina_26meses(SC),0.047,0.402
Pina_26meses(SC),0.043,0.393
Pina_26meses(SC),0.045,0.473
Pina_26meses(SC),0.044,0.452
Pina_26meses(SC),0.038,0.41
Pina_26meses(SC),0.052,0.5
Pina_26meses(SC),0.061,0.451
Pina_26meses(SC),0.054,0.391
Pina_26meses(SC),0.045,0.373
Pina_26meses(SC),0.045,0.435
Pina_26meses(SC),0.051,0.388
Pina_26meses(SC),0.051,0.529
Pina_26meses(SC),0.058,0.449
Pina_26meses(SC),0.055,0.529
Pina_26meses(SC),0.074,0.468
Pina_26meses(SC),0.048,0.46
Pina_26meses(SC),0.046,0.475
Pina_26meses(SC),0.043,0.455
Pina_26meses(SC),0.036,0.378
Pina_26meses(SC),0.045,0.492
Pina_26meses(SC),0.048,0.402
Pina_26meses(SC),0.043,0.394
Pina_26meses(SC),0.045,0.473
Pina_26meses(SC),0.044,0.453
Pina_26meses(SC),0.038,0.41
Pina_26meses(SC),0.052,0.5
Pina_26meses(SC),0.061,0.451
Pina_26meses(SC),0.054,0.392
Pina_26meses(SC),0.045,0.373
Pina_26meses(SC),0.045,0.436
Pina_26meses(SC),0.051,0.388
Pina_26meses(SC),0.051,0.529
Pina_26meses(SC),0.058,0.449
Pina_26meses(SC),0.055,0.53
Pina_26meses(SC),0.075,0.468
Pina_26meses(SC),0.049,0.461
Pina_26meses(SC),0.046,0.476
Pina_26meses(SC),0.044,0.455
Pina_26meses(SC),0.036,0.378
Pina_26meses(SC),0.046,0.492
Pina_26meses(SC),0.048,0.403
Pina_26meses(SC),0.044,0.394
Pina_26meses(SC),0.046,0.474
Pina_26meses(SC),0.044,0.454
Pina_26meses(SC),0.038,0.411
Pina_26meses(SC),0.053,0.5
Pina_26meses(SC),0.061,0.452
Pina_26meses(SC),0.055,0.392
Pina_26meses(SC),0.045,0.374
Pina_26meses(SC),0.045,0.436
Pina_26meses(SC),0.052,0.389
Pina_26meses(SC),0.051,0.529
Pina_26meses(SC),0.058,0.45
Pina_26meses(SC),0.055,0.531
Pina_26meses(SC),0.075,0.468
Pina_26meses(SC),0.049,0.461
Pina_26meses(SC),0.047,0.476
Pina_26meses(SC),0.044,0.455
Pina_26meses(SC),0.037,0.378
Pina_26meses(SC),0.046,0.493
Pina_26meses(SC),0.048,0.403
Pina_26meses(SC),0.044,0.395
Pina_26meses(SC),0.046,0.474
Pina_26meses(SC),0.044,0.454
Pina_26meses(SC),0.039,0.412
Pina_26meses(SC),0.053,0.501
Pina_26meses(SC),0.062,0.452
Pina_26meses(SC),0.055,0.393
Pina_26meses(SC),0.045,0.374
Pina_26meses(SC),0.046,0.436
Pina_26meses(SC),0.052,0.389
Pina_26meses(SC),0.051,0.53
Pina_26meses(SC),0.059,0.45
Pina_26meses(SC),0.056,0.532
Pina_26meses(SC),0.075,0.469
Pina_26meses(SC),0.049,0.462
Pina_26meses(SC),0.047,0.477
Pina_26meses(SC),0.044,0.456
Pina_26meses(SC),0.037,0.379
Pina_26meses(SC),0.046,0.493
Pina_26meses(SC),0.048,0.404
Pina_26meses(SC),0.044,0.395
Pina_26meses(SC),0.046,0.475
Pina_26meses(SC),0.045,0.455
Pina_26meses(SC),0.039,0.412
Pina_26meses(SC),0.053,0.501
Pina_26meses(SC),0.062,0.452
Pina_26meses(SC),0.055,0.393
Pina_26meses(SC),0.046,0.375
Pina_26meses(SC),0.046,0.437
Pina_26meses(SC),0.052,0.389
Pina_26meses(SC),0.052,0.53
Pina_26meses(SC),0.059,0.451
Pina_26meses(SC),0.056,0.532
Pina_26meses(SC),0.076,0.469
Pina_26meses(SC),0.049,0.462
Pina_26meses(SC),0.047,0.477
Pina_26meses(SC),0.044,0.457
Pina_26meses(SC),0.037,0.379
Pina_26meses(SC),0.046,0.494
Pina_26meses(SC),0.048,0.404
Pina_26meses(SC),0.044,0.396
Pina_26meses(SC),0.046,0.475
Pina_26meses(SC),0.045,0.455
Pina_26meses(SC),0.039,0.412
Pina_26meses(SC),0.053,0.502
Pina_26meses(SC),0.062,0.453
Pina_26meses(SC),0.056,0.393
Pina_26meses(SC),0.046,0.375
Pina_26meses(SC),0.046,0.437
Pina_26meses(SC),0.052,0.39
Pina_26meses(SC),0.052,0.531
Pina_26meses(SC),0.059,0.451
Pina_26meses(SC),0.056,0.532
Pina_26meses(SC),0.076,0.47
Pina_26meses(SC),0.05,0.462
Pina_26meses(SC),0.047,0.478
Pina_26meses(SC),0.044,0.457
Pina_26meses(SC),0.037,0.38
Pina_26meses(SC),0.046,0.495
Pina_26meses(SC),0.049,0.405
Pina_26meses(SC),0.044,0.396
Pina_26meses(SC),0.046,0.476
Pina_26meses(SC),0.045,0.456
Pina_26meses(SC),0.039,0.412
Pina_26meses(SC),0.054,0.502
Pina_26meses(SC),0.062,0.454
Pina_26meses(SC),0.056,0.394
Pina_26meses(SC),0.046,0.375
Pina_26meses(SC),0.046,0.438
Pina_26meses(SC),0.053,0.391
Pina_26meses(SC),0.052,0.532
Pina_26meses(SC),0.059,0.452
Pina_26meses(SC),0.056,0.532
Pina_26meses(SC),0.077,0.471
Pina_26meses(SC),0.05,0.463
Pina_26meses(SC),0.047,0.478
Pina_26meses(SC),0.045,0.458
Pina_26meses(SC),0.037,0.38
Pina_26meses(SC),0.047,0.495
Pina_26meses(SC),0.049,0.406
Pina_26meses(SC),0.044,0.396
Pina_26meses(SC),0.047,0.477
Pina_26meses(SC),0.045,0.456
Pina_26meses(SC),0.039,0.413
Pina_26meses(SC),0.054,0.503
Pina_26meses(SC),0.062,0.455
Pina_26meses(SC),0.056,0.394
Pina_26meses(SC),0.046,0.375
Pina_26meses(SC),0.046,0.439
Pina_26meses(SC),0.053,0.391
Pina_26meses(SC),0.052,0.533
Pina_26meses(SC),0.06,0.453
Pina_26meses(SC),0.056,0.533
Pina_26meses(SC),0.077,0.472
Pina_26meses(SC),0.05,0.463
Pina_26meses(SC),0.048,0.479
Pina_26meses(SC),0.045,0.458
Pina_26meses(SC),0.037,0.381
Pina_26meses(SC),0.047,0.496
Pina_26meses(SC),0.049,0.406
Pina_26meses(SC),0.045,0.397
Pina_26meses(SC),0.047,0.477
Pina_26meses(SC),0.045,0.457
Pina_26meses(SC),0.039,0.413
Pina_26meses(SC),0.054,0.504
Pina_26meses(SC),0.063,0.456
Pina_26meses(SC),0.056,0.395
Pina_26meses(SC),0.046,0.375
Pina_26meses(SC),0.047,0.439
Pina_26meses(SC),0.053,0.392
Pina_26meses(SC),0.052,0.534
Pina_26meses(SC),0.06,0.453
Pina_26meses(SC),0.056,0.533
Pina_26meses(SC),0.077,0.472
Pina_26meses(SC),0.05,0.464
Pina_26meses(SC),0.048,0.479
Pina_26meses(SC),0.045,0.459
Pina_26meses(SC),0.037,0.381
Pina_26meses(SC),0.047,0.496
Pina_26meses(SC),0.049,0.406
Pina_26meses(SC),0.045,0.397
Pina_26meses(SC),0.047,0.477
Pina_26meses(SC),0.045,0.457
Pina_26meses(SC),0.039,0.413
Pina_26meses(SC),0.054,0.504
Pina_26meses(SC),0.063,0.456
Pina_26meses(SC),0.056,0.395
Pina_26meses(SC),0.046,0.376
Pina_26meses(SC),0.047,0.439
Pina_26meses(SC),0.053,0.392
Pina_26meses(SC),0.052,0.534
Pina_26meses(SC),0.06,0.453
Pina_26meses(SC),0.056,0.534
Pina_26meses(SC),0.077,0.472
Pina_26meses(SC),0.05,0.464
Pina_26meses(SC),0.048,0.479
Pina_26meses(SC),0.045,0.459
Pina_26meses(SC),0.037,0.381
Pina_26meses(SC),0.047,0.496
Pina_26meses(SC),0.049,0.406
Pina_26meses(SC),0.045,0.397
Pina_26meses(SC),0.047,0.477
Pina_26meses(SC),0.045,0.457
Pina_26meses(SC),0.039,0.414
Pina_26meses(SC),0.054,0.504
Pina_26meses(SC),0.063,0.456
Pina_26meses(SC),0.056,0.395
Pina_26meses(SC),0.046,0.376
Pina_26meses(SC),0.047,0.439
Pina_26meses(SC),0.053,0.392
Pina_26meses(SC),0.053,0.534
Pina_26meses(SC),0.06,0.454
Pina_26meses(SC),0.056,0.534
Pina_26meses(SC),0.077,0.471
Pina_26meses(SC),0.05,0.464
Pina_26meses(SC),0.048,0.479
Pina_26meses(SC),0.045,0.458
Pina_26meses(SC),0.037,0.381
Pina_26meses(SC),0.047,0.495
Pina_26meses(SC),0.049,0.406
Pina_26meses(SC),0.045,0.398
Pina_26meses(SC),0.047,0.478
Pina_26meses(SC),0.045,0.457
Pina_26meses(SC),0.039,0.413
Pina_26meses(SC),0.054,0.503
Pina_26meses(SC),0.063,0.455
Pina_26meses(SC),0.056,0.395
Pina_26meses(SC),0.046,0.376
Pina_26meses(SC),0.047,0.439
Pina_26meses(SC),0.053,0.391
Pina_26meses(SC),0.052,0.533
Pina_26meses(SC),0.06,0.454
Pina_26meses(SC),0.056,0.535
Pina_26meses(SC),0.077,0.471
Pina_26meses(SC),0.05,0.464
Pina_26meses(SC),0.048,0.479
Pina_26meses(SC),0.045,0.458
Pina_26meses(SC),0.037,0.38
Pina_26meses(SC),0.046,0.494
Pina_26meses(SC),0.049,0.406
Pina_26meses(SC),0.045,0.398
Pina_26meses(SC),0.047,0.478
Pina_26meses(SC),0.045,0.457
Pina_26meses(SC),0.039,0.413
Pina_26meses(SC),0.054,0.502
Pina_26meses(SC),0.063,0.454
Pina_26meses(SC),0.056,0.395
Pina_26meses(SC),0.046,0.376
Pina_26meses(SC),0.047,0.438
Pina_26meses(SC),0.053,0.391
Pina_26meses(SC),0.052,0.532
Pina_26meses(SC),0.06,0.455
Pina_26meses(SC),0.056,0.536
Pina_26meses(SC),0.077,0.471
Pina_26meses(SC),0.05,0.464
Pina_26meses(SC),0.048,0.48
Pina_26meses(SC),0.045,0.458
Pina_26meses(SC),0.037,0.38
Pina_26meses(SC),0.046,0.493
Pina_26meses(SC),0.049,0.405
Pina_26meses(SC),0.045,0.399
Pina_26meses(SC),0.047,0.478
Pina_26meses(SC),0.045,0.456
Pina_26meses(SC),0.039,0.412
Pina_26meses(SC),0.054,0.501
Pina_26meses(SC),0.063,0.453
Pina_26meses(SC),0.056,0.395
Pina_26meses(SC),0.046,0.375
Pina_26meses(SC),0.046,0.437
Pina_26meses(SC),0.053,0.39
Pina_26meses(SC),0.052,0.531
Pina_26meses(SC),0.06,0.456
Pina_26meses(SC),0.056,0.537
Pina_26meses(SC),0.077,0.47
Pina_26meses(SC),0.05,0.465
Pina_26meses(SC),0.047,0.48
Pina_26meses(SC),0.044,0.457
Pina_26meses(SC),0.037,0.379
Pina_26meses(SC),0.046,0.491
Pina_26meses(SC),0.049,0.404
Pina_26meses(SC),0.044,0.4
Pina_26meses(SC),0.046,0.478
Pina_26meses(SC),0.045,0.456
Pina_26meses(SC),0.039,0.412
Pina_26meses(SC),0.053,0.5
Pina_26meses(SC),0.062,0.452
Pina_26meses(SC),0.056,0.394
Pina_26meses(SC),0.046,0.375
Pina_26meses(SC),0.046,0.435
Pina_26meses(SC),0.053,0.389
Pina_26meses(SC),0.052,0.53
Pina_26meses(SC),0.059,0.456
Pina_26meses(SC),0.055,0.538
Pina_26meses(SC),0.076,0.469
Pina_26meses(SC),0.049,0.465
Pina_26meses(SC),0.047,0.48
Pina_26meses(SC),0.044,0.457
Pina_26meses(SC),0.037,0.378
Pina_26meses(SC),0.046,0.49
Pina_26meses(SC),0.048,0.403
Pina_26meses(SC),0.044,0.401
Pina_26meses(SC),0.046,0.478
Pina_26meses(SC),0.045,0.456
Pina_26meses(SC),0.039,0.411
Pina_26meses(SC),0.053,0.498
Pina_26meses(SC),0.062,0.451
Pina_26meses(SC),0.056,0.394
Pina_26meses(SC),0.046,0.375
Pina_26meses(SC),0.046,0.434
Pina_26meses(SC),0.052,0.388
Pina_26meses(SC),0.052,0.528
Pina_26meses(SC),0.059,0.456
Pina_26meses(SC),0.055,0.539
Pina_26meses(SC),0.076,0.468
Pina_26meses(SC),0.049,0.465
Pina_26meses(SC),0.047,0.48
Pina_26meses(SC),0.044,0.456
Pina_26meses(SC),0.036,0.378
Pina_26meses(SC),0.045,0.488
Pina_26meses(SC),0.048,0.402
Pina_26meses(SC),0.044,0.401
Pina_26meses(SC),0.046,0.478
Pina_26meses(SC),0.044,0.455
Pina_26meses(SC),0.038,0.411
Pina_26meses(SC),0.053,0.497
Pina_26meses(SC),0.062,0.449
Pina_26meses(SC),0.055,0.394
Pina_26meses(SC),0.046,0.376
Pina_26meses(SC),0.046,0.433
Pina_26meses(SC),0.052,0.387
Pina_26meses(SC),0.051,0.526
Pina_26meses(SC),0.059,0.456
Pina_26meses(SC),0.054,0.539
Pina_26meses(SC),0.075,0.468
Pina_26meses(SC),0.049,0.465
Pina_26meses(SC),0.046,0.479
Pina_26meses(SC),0.043,0.456
Pina_26meses(SC),0.036,0.377
Pina_26meses(SC),0.045,0.487
Pina_26meses(SC),0.048,0.402
Pina_26meses(SC),0.044,0.402
Pina_26meses(SC),0.045,0.478
Pina_26meses(SC),0.044,0.455
Pina_26meses(SC),0.038,0.41
Pina_26meses(SC),0.052,0.496
Pina_26meses(SC),0.061,0.448
Pina_26meses(SC),0.055,0.394
Pina_26meses(SC),0.046,0.375
Pina_26meses(SC),0.045,0.432
Pina_26meses(SC),0.052,0.386
Pina_26meses(SC),0.051,0.525
Pina_26meses(SC),0.058,0.457
Pina_26meses(SC),0.054,0.54
Pina_26meses(SC),0.075,0.468
Pina_26meses(SC),0.048,0.465
Pina_26meses(SC),0.046,0.479
Pina_26meses(SC),0.043,0.456
Pina_26meses(SC),0.036,0.377
Pina_26meses(SC),0.044,0.487
Pina_26meses(SC),0.047,0.402
Pina_26meses(SC),0.043,0.402
Pina_26meses(SC),0.045,0.478
Pina_26meses(SC),0.043,0.455
Pina_26meses(SC),0.038,0.41
Pina_26meses(SC),0.051,0.495
Pina_26meses(SC),0.061,0.448
Pina_26meses(SC),0.055,0.394
Pina_26meses(SC),0.045,0.375
Pina_26meses(SC),0.045,0.431
Pina_26meses(SC),0.051,0.386
Pina_26meses(SC),0.05,0.524
Pina_26meses(SC),0.058,0.458
Pina_26meses(SC),0.053,0.539
Pina_26meses(SC),0.074,0.469
Pina_26meses(SC),0.048,0.465
Pina_26meses(SC),0.046,0.479
Pina_26meses(SC),0.043,0.456
Pina_26meses(SC),0.035,0.377
Pina_26meses(SC),0.044,0.487
Pina_26meses(SC),0.047,0.402
Pina_26meses(SC),0.043,0.402
Pina_26meses(SC),0.045,0.478
Pina_26meses(SC),0.043,0.455
Pina_26meses(SC),0.037,0.409
Pina_26meses(SC),0.051,0.496
Pina_26meses(SC),0.061,0.449
Pina_26meses(SC),0.054,0.394
Pina_26meses(SC),0.045,0.374
Pina_26meses(SC),0.044,0.431
Pina_26meses(SC),0.051,0.386
Pina_26meses(SC),0.05,0.525
Pina_26meses(SC),0.057,0.459
Pina_26meses(SC),0.053,0.539
Pina_26meses(SC),0.073,0.471
Pina_26meses(SC),0.047,0.465
Pina_26meses(SC),0.045,0.479
Pina_26meses(SC),0.042,0.456
Pina_26meses(SC),0.035,0.377
Pina_26meses(SC),0.043,0.487
Pina_26meses(SC),0.046,0.403
Pina_26meses(SC),0.043,0.402
Pina_26meses(SC),0.044,0.479
Pina_26meses(SC),0.042,0.455
Pina_26meses(SC),0.037,0.408
Pina_26meses(SC),0.05,0.496
Pina_26meses(SC),0.06,0.45
Pina_26meses(SC),0.054,0.394
Pina_26meses(SC),0.045,0.373
Pina_26meses(SC),0.044,0.431
Pina_26meses(SC),0.05,0.387
Pina_26meses(SC),0.049,0.526
Pina_26meses(SC),0.057,0.46
Pina_26meses(SC),0.052,0.538
Pina_26meses(SC),0.072,0.472
Pina_26meses(SC),0.047,0.465
Pina_26meses(SC),0.045,0.48
Pina_26meses(SC),0.042,0.457
Pina_26meses(SC),0.034,0.377
Pina_26meses(SC),0.043,0.488
Pina_26meses(SC),0.046,0.404
Pina_26meses(SC),0.042,0.402
Pina_26meses(SC),0.044,0.479
Pina_26meses(SC),0.042,0.455
Pina_26meses(SC),0.036,0.408
Pina_26meses(SC),0.05,0.497
Pina_26meses(SC),0.06,0.451
Pina_26meses(SC),0.053,0.395
Pina_26meses(SC),0.044,0.372
Pina_26meses(SC),0.044,0.432
Pina_26meses(SC),0.05,0.388
Pina_26meses(SC),0.049,0.527
Pina_26meses(SC),0.056,0.46
Pina_26meses(SC),0.051,0.537
Pina_26meses(SC),0.071,0.473
Pina_26meses(SC),0.046,0.465
Pina_26meses(SC),0.044,0.48
Pina_26meses(SC),0.041,0.457
Pina_26meses(SC),0.034,0.378
Pina_26meses(SC),0.042,0.488
Pina_26meses(SC),0.045,0.405
Pina_26meses(SC),0.042,0.402
Pina_26meses(SC),0.043,0.479
Pina_26meses(SC),0.041,0.455
Pina_26meses(SC),0.036,0.408
Pina_26meses(SC),0.049,0.497
Pina_26meses(SC),0.059,0.451
Pina_26meses(SC),0.052,0.394
Pina_26meses(SC),0.044,0.372
Pina_26meses(SC),0.043,0.433
Pina_26meses(SC),0.049,0.388
Pina_26meses(SC),0.048,0.528
Pina_26meses(SC),0.055,0.458
Pina_26meses(SC),0.051,0.537
Pina_26meses(SC),0.07,0.471
Pina_26meses(SC),0.046,0.465
Pina_26meses(SC),0.043,0.479
Pina_26meses(SC),0.041,0.457
Pina_26meses(SC),0.034,0.378
Pina_26meses(SC),0.042,0.489
Pina_26meses(SC),0.045,0.404
Pina_26meses(SC),0.041,0.401
Pina_26meses(SC),0.042,0.479
Pina_26meses(SC),0.041,0.455
Pina_26meses(SC),0.035,0.409
Pina_26meses(SC),0.048,0.498
Pina_26meses(SC),0.058,0.451
Pina_26meses(SC),0.052,0.395
Pina_26meses(SC),0.044,0.374
Pina_26meses(SC),0.042,0.433
Pina_26meses(SC),0.049,0.388
Pina_26meses(SC),0.047,0.527
Pina_26meses(SC),0.055,0.456
Pina_26meses(SC),0.05,0.537
Pina_26meses(SC),0.069,0.469
Pina_26meses(SC),0.045,0.464
Pina_26meses(SC),0.043,0.479
Pina_26meses(SC),0.04,0.457
Pina_26meses(SC),0.033,0.379
Pina_26meses(SC),0.041,0.489
Pina_26meses(SC),0.044,0.403
Pina_26meses(SC),0.041,0.4
Pina_26meses(SC),0.042,0.478
Pina_26meses(SC),0.04,0.456
Pina_26meses(SC),0.035,0.41
Pina_26meses(SC),0.047,0.498
Pina_26meses(SC),0.058,0.451
Pina_26meses(SC),0.051,0.395
Pina_26meses(SC),0.043,0.376
Pina_26meses(SC),0.042,0.434
Pina_26meses(SC),0.048,0.388
Pina_26meses(SC),0.046,0.526
Pina_26meses(SC),0.054,0.455
Pina_26meses(SC),0.049,0.536
Pina_26meses(SC),0.068,0.468
Pina_26meses(SC),0.044,0.464
Pina_26meses(SC),0.042,0.478
Pina_26meses(SC),0.039,0.456
Pina_26meses(SC),0.033,0.379
Pina_26meses(SC),0.04,0.488
Pina_26meses(SC),0.043,0.403
Pina_26meses(SC),0.04,0.4
Pina_26meses(SC),0.041,0.478
Pina_26meses(SC),0.039,0.455
Pina_26meses(SC),0.034,0.41
Pina_26meses(SC),0.046,0.497
Pina_26meses(SC),0.057,0.451
Pina_26meses(SC),0.05,0.395
Pina_26meses(SC),0.043,0.376
Pina_26meses(SC),0.041,0.433
Pina_26meses(SC),0.047,0.388
Pina_26meses(SC),0.046,0.525
Pina_26meses(SC),0.053,0.457
Pina_26meses(SC),0.048,0.534
Pina_26meses(SC),0.067,0.471
Pina_26meses(SC),0.044,0.464
Pina_26meses(SC),0.041,0.478
Pina_26meses(SC),0.039,0.455
Pina_26meses(SC),0.032,0.377
Pina_26meses(SC),0.039,0.487
Pina_26meses(SC),0.043,0.404
Pina_26meses(SC),0.04,0.4
Pina_26meses(SC),0.04,0.478
Pina_26meses(SC),0.039,0.454
Pina_26meses(SC),0.034,0.408
Pina_26meses(SC),0.046,0.496
Pina_26meses(SC),0.056,0.451
Pina_26meses(SC),0.05,0.394
Pina_26meses(SC),0.042,0.373
Pina_26meses(SC),0.04,0.433
Pina_26meses(SC),0.046,0.388
Pina_26meses(SC),0.045,0.526
Pina_26meses(SC),0.053,0.457
Pina_26meses(SC),0.047,0.533
Pina_26meses(SC),0.066,0.472
Pina_26meses(SC),0.043,0.463
Pina_26meses(SC),0.041,0.477
Pina_26meses(SC),0.038,0.455
Pina_26meses(SC),0.032,0.377
Pina_26meses(SC),0.039,0.487
Pina_26meses(SC),0.042,0.404
Pina_26meses(SC),0.039,0.4
Pina_26meses(SC),0.04,0.478
