ID,Verde,NIR
Asys_floracion(SC),0.074,0.551
Asys_floracion(SC),0.105,0.697
Asys_floracion(SC),0.102,0.673
Asys_floracion(SC),0.088,0.604
Asys_floracion(SC),0.106,0.755
Asys_floracion(SC),0.134,0.778
Asys_floracion(SC),0.089,0.687
Asys_floracion(SC),0.089,0.62
Asys_floracion(SC),0.091,0.612
Asys_floracion(SC),0.079,0.56
Asys_floracion(SC),0.087,0.588
Asys_floracion(SC),0.072,0.544
Asys_floracion(SC),0.075,0.601
Asys_floracion(SC),0.113,0.668
Asys_floracion(SC),0.072,0.61
Asys_floracion(SC),0.096,0.551
Asys_floracion(SC),0.082,0.519
Asys_floracion(SC),0.055,0.432
Asys_floracion(SC),0.063,0.485
Asys_floracion(SC),0.059,0.46
Asys_floracion(SC),0.076,0.55
Asys_floracion(SC),0.107,0.696
Asys_floracion(SC),0.104,0.672
Asys_floracion(SC),0.089,0.605
Asys_floracion(SC),0.108,0.756
Asys_floracion(SC),0.137,0.778
Asys_floracion(SC),0.091,0.687
Asys_floracion(SC),0.091,0.619
Asys_floracion(SC),0.093,0.611
Asys_floracion(SC),0.081,0.559
Asys_floracion(SC),0.089,0.587
Asys_floracion(SC),0.073,0.543
Asys_floracion(SC),0.077,0.6
Asys_floracion(SC),0.115,0.668
Asys_floracion(SC),0.074,0.61
Asys_floracion(SC),0.098,0.55
Asys_floracion(SC),0.083,0.518
Asys_floracion(SC),0.056,0.431
Asys_floracion(SC),0.064,0.484
Asys_floracion(SC),0.06,0.46
Asys_floracion(SC),0.077,0.549
Asys_floracion(SC),0.109,0.696
Asys_floracion(SC),0.106,0.672
Asys_floracion(SC),0.091,0.606
Asys_floracion(SC),0.11,0.756
Asys_floracion(SC),0.14,0.778
Asys_floracion(SC),0.093,0.686
Asys_floracion(SC),0.093,0.619
Asys_floracion(SC),0.094,0.611
Asys_floracion(SC),0.082,0.558
Asys_floracion(SC),0.09,0.586
Asys_floracion(SC),0.074,0.543
Asys_floracion(SC),0.078,0.599
Asys_floracion(SC),0.116,0.668
Asys_floracion(SC),0.075,0.61
Asys_floracion(SC),0.099,0.55
Asys_floracion(SC),0.085,0.518
Asys_floracion(SC),0.057,0.431
Asys_floracion(SC),0.065,0.484
Asys_floracion(SC),0.061,0.46
Asys_floracion(SC),0.079,0.549
Asys_floracion(SC),0.111,0.696
Asys_floracion(SC),0.108,0.672
Asys_floracion(SC),0.092,0.606
Asys_floracion(SC),0.111,0.757
Asys_floracion(SC),0.142,0.778
Asys_floracion(SC),0.094,0.687
Asys_floracion(SC),0.094,0.619
Asys_floracion(SC),0.096,0.611
Asys_floracion(SC),0.083,0.559
Asys_floracion(SC),0.092,0.586
Asys_floracion(SC),0.076,0.543
Asys_floracion(SC),0.079,0.599
Asys_floracion(SC),0.118,0.669
Asys_floracion(SC),0.076,0.611
Asys_floracion(SC),0.101,0.55
Asys_floracion(SC),0.086,0.519
Asys_floracion(SC),0.057,0.432
Asys_floracion(SC),0.066,0.484
Asys_floracion(SC),0.062,0.461
Asys_floracion(SC),0.08,0.55
Asys_floracion(SC),0.113,0.697
Asys_floracion(SC),0.109,0.673
Asys_floracion(SC),0.093,0.606
Asys_floracion(SC),0.113,0.757
Asys_floracion(SC),0.144,0.778
Asys_floracion(SC),0.096,0.687
Asys_floracion(SC),0.095,0.619
Asys_floracion(SC),0.097,0.612
Asys_floracion(SC),0.085,0.559
Asys_floracion(SC),0.093,0.586
Asys_floracion(SC),0.077,0.544
Asys_floracion(SC),0.08,0.599
Asys_floracion(SC),0.12,0.669
Asys_floracion(SC),0.077,0.611
Asys_floracion(SC),0.102,0.551
Asys_floracion(SC),0.087,0.52
Asys_floracion(SC),0.058,0.433
Asys_floracion(SC),0.067,0.486
Asys_floracion(SC),0.062,0.462
Asys_floracion(SC),0.081,0.551
Asys_floracion(SC),0.114,0.697
Asys_floracion(SC),0.11,0.674
Asys_floracion(SC),0.095,0.606
Asys_floracion(SC),0.114,0.757
Asys_floracion(SC),0.146,0.779
Asys_floracion(SC),0.097,0.688
Asys_floracion(SC),0.097,0.62
Asys_floracion(SC),0.098,0.612
Asys_floracion(SC),0.086,0.56
Asys_floracion(SC),0.094,0.587
Asys_floracion(SC),0.078,0.544
Asys_floracion(SC),0.081,0.6
Asys_floracion(SC),0.121,0.67
Asys_floracion(SC),0.078,0.612
Asys_floracion(SC),0.103,0.552
Asys_floracion(SC),0.088,0.521
Asys_floracion(SC),0.059,0.434
Asys_floracion(SC),0.068,0.487
Asys_floracion(SC),0.063,0.462
Asys_floracion(SC),0.082,0.552
Asys_floracion(SC),0.116,0.698
Asys_floracion(SC),0.112,0.674
Asys_floracion(SC),0.096,0.607
Asys_floracion(SC),0.116,0.758
Asys_floracion(SC),0.148,0.779
Asys_floracion(SC),0.098,0.688
Asys_floracion(SC),0.098,0.621
Asys_floracion(SC),0.1,0.613
Asys_floracion(SC),0.086,0.561
Asys_floracion(SC),0.095,0.588
Asys_floracion(SC),0.078,0.545
Asys_floracion(SC),0.082,0.601
Asys_floracion(SC),0.122,0.67
Asys_floracion(SC),0.078,0.612
Asys_floracion(SC),0.104,0.552
Asys_floracion(SC),0.089,0.521
Asys_floracion(SC),0.059,0.434
Asys_floracion(SC),0.068,0.487
Asys_floracion(SC),0.064,0.462
Asys_floracion(SC),0.083,0.552
Asys_floracion(SC),0.117,0.698
Asys_floracion(SC),0.113,0.674
Asys_floracion(SC),0.097,0.607
Asys_floracion(SC),0.117,0.758
Asys_floracion(SC),0.15,0.779
Asys_floracion(SC),0.099,0.688
Asys_floracion(SC),0.099,0.621
Asys_floracion(SC),0.101,0.613
Asys_floracion(SC),0.087,0.561
Asys_floracion(SC),0.096,0.588
Asys_floracion(SC),0.079,0.546
Asys_floracion(SC),0.083,0.601
Asys_floracion(SC),0.123,0.67
Asys_floracion(SC),0.079,0.612
Asys_floracion(SC),0.105,0.552
Asys_floracion(SC),0.089,0.521
Asys_floracion(SC),0.06,0.434
Asys_floracion(SC),0.069,0.486
Asys_floracion(SC),0.064,0.462
Asys_floracion(SC),0.084,0.551
Asys_floracion(SC),0.118,0.698
Asys_floracion(SC),0.114,0.674
Asys_floracion(SC),0.097,0.607
Asys_floracion(SC),0.118,0.758
Asys_floracion(SC),0.151,0.779
Asys_floracion(SC),0.1,0.688
Asys_floracion(SC),0.1,0.621
Asys_floracion(SC),0.102,0.613
Asys_floracion(SC),0.088,0.561
Asys_floracion(SC),0.097,0.588
Asys_floracion(SC),0.08,0.545
Asys_floracion(SC),0.084,0.601
Asys_floracion(SC),0.124,0.67
Asys_floracion(SC),0.08,0.612
Asys_floracion(SC),0.106,0.551
Asys_floracion(SC),0.09,0.52
Asys_floracion(SC),0.06,0.433
Asys_floracion(SC),0.069,0.485
Asys_floracion(SC),0.065,0.462
Asys_floracion(SC),0.084,0.551
Asys_floracion(SC),0.119,0.698
Asys_floracion(SC),0.115,0.674
Asys_floracion(SC),0.098,0.608
Asys_floracion(SC),0.119,0.758
Asys_floracion(SC),0.153,0.779
Asys_floracion(SC),0.101,0.688
Asys_floracion(SC),0.1,0.62
Asys_floracion(SC),0.102,0.612
Asys_floracion(SC),0.089,0.56
Asys_floracion(SC),0.098,0.587
Asys_floracion(SC),0.081,0.545
Asys_floracion(SC),0.085,0.6
Asys_floracion(SC),0.125,0.669
Asys_floracion(SC),0.08,0.612
Asys_floracion(SC),0.106,0.55
Asys_floracion(SC),0.091,0.519
Asys_floracion(SC),0.061,0.433
Asys_floracion(SC),0.07,0.484
Asys_floracion(SC),0.065,0.461
Asys_floracion(SC),0.085,0.55
Asys_floracion(SC),0.12,0.697
Asys_floracion(SC),0.115,0.674
Asys_floracion(SC),0.099,0.608
Asys_floracion(SC),0.12,0.758
Asys_floracion(SC),0.154,0.779
Asys_floracion(SC),0.101,0.688
Asys_floracion(SC),0.101,0.62
Asys_floracion(SC),0.103,0.612
Asys_floracion(SC),0.089,0.56
Asys_floracion(SC),0.098,0.586
Asys_floracion(SC),0.081,0.544
Asys_floracion(SC),0.085,0.599
Asys_floracion(SC),0.126,0.669
Asys_floracion(SC),0.081,0.613
Asys_floracion(SC),0.107,0.55
Asys_floracion(SC),0.091,0.518
Asys_floracion(SC),0.061,0.433
Asys_floracion(SC),0.07,0.484
Asys_floracion(SC),0.066,0.461
Asys_floracion(SC),0.086,0.549
Asys_floracion(SC),0.121,0.697
Asys_floracion(SC),0.116,0.674
Asys_floracion(SC),0.1,0.609
Asys_floracion(SC),0.12,0.759
Asys_floracion(SC),0.155,0.779
Asys_floracion(SC),0.102,0.688
Asys_floracion(SC),0.102,0.62
Asys_floracion(SC),0.104,0.612
Asys_floracion(SC),0.09,0.56
Asys_floracion(SC),0.099,0.586
Asys_floracion(SC),0.082,0.544
Asys_floracion(SC),0.086,0.599
Asys_floracion(SC),0.127,0.669
Asys_floracion(SC),0.081,0.613
Asys_floracion(SC),0.108,0.55
Asys_floracion(SC),0.092,0.518
Asys_floracion(SC),0.061,0.432
Asys_floracion(SC),0.071,0.483
Asys_floracion(SC),0.066,0.461
Asys_floracion(SC),0.087,0.549
Asys_floracion(SC),0.122,0.697
Asys_floracion(SC),0.117,0.674
Asys_floracion(SC),0.1,0.609
Asys_floracion(SC),0.121,0.759
Asys_floracion(SC),0.157,0.779
Asys_floracion(SC),0.103,0.688
Asys_floracion(SC),0.103,0.62
Asys_floracion(SC),0.105,0.612
Asys_floracion(SC),0.09,0.56
Asys_floracion(SC),0.099,0.585
Asys_floracion(SC),0.082,0.544
Asys_floracion(SC),0.086,0.599
Asys_floracion(SC),0.128,0.669
Asys_floracion(SC),0.082,0.613
Asys_floracion(SC),0.108,0.549
Asys_floracion(SC),0.092,0.518
Asys_floracion(SC),0.062,0.432
Asys_floracion(SC),0.071,0.483
Asys_floracion(SC),0.066,0.461
Asys_floracion(SC),0.087,0.549
Asys_floracion(SC),0.123,0.697
Asys_floracion(SC),0.118,0.674
Asys_floracion(SC),0.101,0.61
Asys_floracion(SC),0.122,0.759
Asys_floracion(SC),0.158,0.779
Asys_floracion(SC),0.103,0.688
Asys_floracion(SC),0.103,0.62
Asys_floracion(SC),0.105,0.611
Asys_floracion(SC),0.091,0.56
Asys_floracion(SC),0.1,0.585
Asys_floracion(SC),0.083,0.544
Asys_floracion(SC),0.087,0.599
Asys_floracion(SC),0.129,0.669
Asys_floracion(SC),0.082,0.613
Asys_floracion(SC),0.109,0.549
Asys_floracion(SC),0.093,0.517
Asys_floracion(SC),0.062,0.432
Asys_floracion(SC),0.071,0.482
Asys_floracion(SC),0.067,0.461
Asys_floracion(SC),0.088,0.548
Asys_floracion(SC),0.124,0.697
Asys_floracion(SC),0.118,0.674
Asys_floracion(SC),0.101,0.61
Asys_floracion(SC),0.123,0.759
Asys_floracion(SC),0.159,0.779
Asys_floracion(SC),0.104,0.688
Asys_floracion(SC),0.104,0.619
Asys_floracion(SC),0.106,0.611
Asys_floracion(SC),0.091,0.56
Asys_floracion(SC),0.101,0.585
Asys_floracion(SC),0.083,0.544
Asys_floracion(SC),0.087,0.598
Asys_floracion(SC),0.129,0.669
Asys_floracion(SC),0.083,0.613
Asys_floracion(SC),0.11,0.549
Asys_floracion(SC),0.093,0.517
Asys_floracion(SC),0.062,0.432
Asys_floracion(SC),0.072,0.482
Asys_floracion(SC),0.067,0.461
Asys_floracion(SC),0.088,0.548
Asys_floracion(SC),0.124,0.697
Asys_floracion(SC),0.119,0.674
Asys_floracion(SC),0.102,0.61
Asys_floracion(SC),0.123,0.76
Asys_floracion(SC),0.16,0.779
Asys_floracion(SC),0.104,0.689
Asys_floracion(SC),0.104,0.62
Asys_floracion(SC),0.106,0.611
Asys_floracion(SC),0.092,0.56
Asys_floracion(SC),0.101,0.585
Asys_floracion(SC),0.084,0.544
Asys_floracion(SC),0.088,0.598
Asys_floracion(SC),0.13,0.67
Asys_floracion(SC),0.083,0.613
Asys_floracion(SC),0.11,0.549
Asys_floracion(SC),0.094,0.518
Asys_floracion(SC),0.062,0.433
Asys_floracion(SC),0.072,0.483
Asys_floracion(SC),0.068,0.461
Asys_floracion(SC),0.089,0.549
Asys_floracion(SC),0.125,0.698
Asys_floracion(SC),0.12,0.675
Asys_floracion(SC),0.103,0.61
Asys_floracion(SC),0.124,0.76
Asys_floracion(SC),0.16,0.78
Asys_floracion(SC),0.105,0.689
Asys_floracion(SC),0.105,0.62
Asys_floracion(SC),0.107,0.612
Asys_floracion(SC),0.092,0.56
Asys_floracion(SC),0.102,0.585
Asys_floracion(SC),0.084,0.544
Asys_floracion(SC),0.088,0.599
Asys_floracion(SC),0.13,0.67
Asys_floracion(SC),0.084,0.614
Asys_floracion(SC),0.111,0.55
Asys_floracion(SC),0.094,0.519
Asys_floracion(SC),0.063,0.434
Asys_floracion(SC),0.072,0.484
Asys_floracion(SC),0.068,0.462
Asys_floracion(SC),0.089,0.55
Asys_floracion(SC),0.126,0.698
Asys_floracion(SC),0.12,0.675
Asys_floracion(SC),0.103,0.611
Asys_floracion(SC),0.124,0.76
Asys_floracion(SC),0.161,0.78
Asys_floracion(SC),0.105,0.69
Asys_floracion(SC),0.105,0.621
Asys_floracion(SC),0.107,0.613
Asys_floracion(SC),0.093,0.561
Asys_floracion(SC),0.102,0.586
Asys_floracion(SC),0.084,0.545
Asys_floracion(SC),0.088,0.6
Asys_floracion(SC),0.131,0.671
Asys_floracion(SC),0.084,0.614
Asys_floracion(SC),0.111,0.551
Asys_floracion(SC),0.095,0.52
Asys_floracion(SC),0.063,0.435
Asys_floracion(SC),0.073,0.486
Asys_floracion(SC),0.068,0.463
Asys_floracion(SC),0.09,0.551
Asys_floracion(SC),0.126,0.699
Asys_floracion(SC),0.121,0.676
Asys_floracion(SC),0.103,0.611
Asys_floracion(SC),0.125,0.76
Asys_floracion(SC),0.162,0.781
Asys_floracion(SC),0.106,0.69
Asys_floracion(SC),0.106,0.621
Asys_floracion(SC),0.108,0.614
Asys_floracion(SC),0.093,0.563
Asys_floracion(SC),0.102,0.587
Asys_floracion(SC),0.085,0.546
Asys_floracion(SC),0.089,0.601
Asys_floracion(SC),0.131,0.671
Asys_floracion(SC),0.084,0.614
Asys_floracion(SC),0.111,0.552
Asys_floracion(SC),0.095,0.52
Asys_floracion(SC),0.063,0.435
Asys_floracion(SC),0.073,0.487
Asys_floracion(SC),0.068,0.464
Asys_floracion(SC),0.09,0.552
Asys_floracion(SC),0.127,0.699
Asys_floracion(SC),0.121,0.676
Asys_floracion(SC),0.104,0.611
Asys_floracion(SC),0.125,0.761
Asys_floracion(SC),0.162,0.781
Asys_floracion(SC),0.106,0.69
Asys_floracion(SC),0.106,0.622
Asys_floracion(SC),0.108,0.614
Asys_floracion(SC),0.093,0.563
Asys_floracion(SC),0.103,0.588
Asys_floracion(SC),0.085,0.547
Asys_floracion(SC),0.089,0.601
Asys_floracion(SC),0.132,0.671
Asys_floracion(SC),0.084,0.615
Asys_floracion(SC),0.112,0.551
Asys_floracion(SC),0.095,0.52
Asys_floracion(SC),0.063,0.435
Asys_floracion(SC),0.073,0.486
Asys_floracion(SC),0.068,0.463
Asys_floracion(SC),0.09,0.552
Asys_floracion(SC),0.127,0.699
Asys_floracion(SC),0.121,0.676
Asys_floracion(SC),0.104,0.611
Asys_floracion(SC),0.125,0.761
Asys_floracion(SC),0.163,0.781
Asys_floracion(SC),0.106,0.69
Asys_floracion(SC),0.106,0.622
Asys_floracion(SC),0.108,0.614
Asys_floracion(SC),0.093,0.563
Asys_floracion(SC),0.103,0.588
Asys_floracion(SC),0.085,0.547
Asys_floracion(SC),0.089,0.601
Asys_floracion(SC),0.132,0.671
Asys_floracion(SC),0.084,0.614
Asys_floracion(SC),0.112,0.55
Asys_floracion(SC),0.095,0.519
Asys_floracion(SC),0.063,0.434
Asys_floracion(SC),0.073,0.485
Asys_floracion(SC),0.068,0.463
Asys_floracion(SC),0.09,0.55
Asys_floracion(SC),0.127,0.699
Asys_floracion(SC),0.121,0.676
Asys_floracion(SC),0.104,0.612
Asys_floracion(SC),0.125,0.761
Asys_floracion(SC),0.163,0.781
Asys_floracion(SC),0.106,0.69
Asys_floracion(SC),0.106,0.621
Asys_floracion(SC),0.108,0.613
Asys_floracion(SC),0.093,0.562
Asys_floracion(SC),0.103,0.586
Asys_floracion(SC),0.085,0.546
Asys_floracion(SC),0.089,0.6
Asys_floracion(SC),0.132,0.67
Asys_floracion(SC),0.084,0.614
Asys_floracion(SC),0.111,0.548
Asys_floracion(SC),0.095,0.517
Asys_floracion(SC),0.063,0.432
Asys_floracion(SC),0.073,0.482
Asys_floracion(SC),0.068,0.461
Asys_floracion(SC),0.09,0.548
Asys_floracion(SC),0.127,0.698
Asys_floracion(SC),0.121,0.675
Asys_floracion(SC),0.104,0.613
Asys_floracion(SC),0.125,0.761
Asys_floracion(SC),0.163,0.78
Asys_floracion(SC),0.106,0.69
Asys_floracion(SC),0.106,0.62
Asys_floracion(SC),0.108,0.611
Asys_floracion(SC),0.093,0.561
Asys_floracion(SC),0.102,0.584
Asys_floracion(SC),0.085,0.544
Asys_floracion(SC),0.089,0.598
Asys_floracion(SC),0.131,0.669
Asys_floracion(SC),0.084,0.614
Asys_floracion(SC),0.111,0.546
Asys_floracion(SC),0.095,0.514
Asys_floracion(SC),0.063,0.43
Asys_floracion(SC),0.072,0.478
Asys_floracion(SC),0.068,0.46
Asys_floracion(SC),0.09,0.545
Asys_floracion(SC),0.127,0.696
Asys_floracion(SC),0.121,0.674
Asys_floracion(SC),0.103,0.613
Asys_floracion(SC),0.125,0.761
Asys_floracion(SC),0.162,0.779
Asys_floracion(SC),0.106,0.689
Asys_floracion(SC),0.106,0.618
Asys_floracion(SC),0.108,0.609
Asys_floracion(SC),0.093,0.559
Asys_floracion(SC),0.102,0.581
Asys_floracion(SC),0.085,0.542
Asys_floracion(SC),0.088,0.595
Asys_floracion(SC),0.131,0.667
Asys_floracion(SC),0.083,0.614
Asys_floracion(SC),0.111,0.543
Asys_floracion(SC),0.094,0.51
Asys_floracion(SC),0.063,0.427
Asys_floracion(SC),0.072,0.474
Asys_floracion(SC),0.068,0.458
Asys_floracion(SC),0.089,0.541
Asys_floracion(SC),0.126,0.694
Asys_floracion(SC),0.121,0.672
Asys_floracion(SC),0.103,0.615
Asys_floracion(SC),0.124,0.761
Asys_floracion(SC),0.162,0.779
Asys_floracion(SC),0.105,0.688
Asys_floracion(SC),0.105,0.616
Asys_floracion(SC),0.108,0.607
Asys_floracion(SC),0.093,0.556
Asys_floracion(SC),0.102,0.578
Asys_floracion(SC),0.084,0.539
Asys_floracion(SC),0.088,0.592
Asys_floracion(SC),0.13,0.666
Asys_floracion(SC),0.083,0.613
Asys_floracion(SC),0.11,0.54
Asys_floracion(SC),0.094,0.507
Asys_floracion(SC),0.062,0.424
Asys_floracion(SC),0.072,0.469
Asys_floracion(SC),0.067,0.455
Asys_floracion(SC),0.089,0.537
Asys_floracion(SC),0.126,0.692
Asys_floracion(SC),0.12,0.67
Asys_floracion(SC),0.102,0.616
Asys_floracion(SC),0.123,0.761
Asys_floracion(SC),0.161,0.778
Asys_floracion(SC),0.104,0.687
Asys_floracion(SC),0.105,0.614
Asys_floracion(SC),0.107,0.604
Asys_floracion(SC),0.092,0.553
Asys_floracion(SC),0.101,0.574
Asys_floracion(SC),0.084,0.536
Asys_floracion(SC),0.087,0.589
Asys_floracion(SC),0.129,0.664
Asys_floracion(SC),0.082,0.613
Asys_floracion(SC),0.109,0.537
Asys_floracion(SC),0.093,0.503
Asys_floracion(SC),0.062,0.42
Asys_floracion(SC),0.071,0.464
Asys_floracion(SC),0.067,0.452
Asys_floracion(SC),0.088,0.533
Asys_floracion(SC),0.125,0.69
Asys_floracion(SC),0.119,0.669
Asys_floracion(SC),0.102,0.617
Asys_floracion(SC),0.123,0.761
Asys_floracion(SC),0.16,0.778
Asys_floracion(SC),0.104,0.686
Asys_floracion(SC),0.104,0.612
Asys_floracion(SC),0.106,0.601
Asys_floracion(SC),0.091,0.55
Asys_floracion(SC),0.1,0.57
Asys_floracion(SC),0.083,0.533
Asys_floracion(SC),0.087,0.585
Asys_floracion(SC),0.128,0.662
Asys_floracion(SC),0.081,0.612
Asys_floracion(SC),0.108,0.534
Asys_floracion(SC),0.092,0.499
Asys_floracion(SC),0.061,0.417
Asys_floracion(SC),0.07,0.46
Asys_floracion(SC),0.066,0.45
Asys_floracion(SC),0.087,0.529
Asys_floracion(SC),0.124,0.688
Asys_floracion(SC),0.118,0.667
Asys_floracion(SC),0.101,0.618
Asys_floracion(SC),0.122,0.762
Asys_floracion(SC),0.159,0.777
Asys_floracion(SC),0.103,0.685
Asys_floracion(SC),0.103,0.61
Asys_floracion(SC),0.105,0.598
Asys_floracion(SC),0.091,0.547
Asys_floracion(SC),0.099,0.566
Asys_floracion(SC),0.082,0.53
Asys_floracion(SC),0.086,0.582
Asys_floracion(SC),0.126,0.661
Asys_floracion(SC),0.08,0.612
Asys_floracion(SC),0.107,0.531
Asys_floracion(SC),0.091,0.496
Asys_floracion(SC),0.061,0.414
Asys_floracion(SC),0.07,0.456
Asys_floracion(SC),0.066,0.448
Asys_floracion(SC),0.086,0.526
Asys_floracion(SC),0.123,0.687
Asys_floracion(SC),0.117,0.666
Asys_floracion(SC),0.1,0.619
Asys_floracion(SC),0.12,0.762
Asys_floracion(SC),0.157,0.777
Asys_floracion(SC),0.101,0.684
Asys_floracion(SC),0.102,0.608
Asys_floracion(SC),0.104,0.596
Asys_floracion(SC),0.09,0.545
Asys_floracion(SC),0.098,0.563
Asys_floracion(SC),0.082,0.528
Asys_floracion(SC),0.085,0.579
Asys_floracion(SC),0.125,0.661
Asys_floracion(SC),0.079,0.612
Asys_floracion(SC),0.106,0.53
Asys_floracion(SC),0.09,0.494
Asys_floracion(SC),0.06,0.413
Asys_floracion(SC),0.069,0.454
Asys_floracion(SC),0.065,0.447
Asys_floracion(SC),0.085,0.525
Asys_floracion(SC),0.121,0.687
Asys_floracion(SC),0.116,0.666
Asys_floracion(SC),0.099,0.62
Asys_floracion(SC),0.119,0.762
Asys_floracion(SC),0.156,0.777
Asys_floracion(SC),0.1,0.684
Asys_floracion(SC),0.101,0.608
Asys_floracion(SC),0.103,0.595
Asys_floracion(SC),0.089,0.544
Asys_floracion(SC),0.097,0.562
Asys_floracion(SC),0.081,0.527
Asys_floracion(SC),0.084,0.578
Asys_floracion(SC),0.124,0.662
Asys_floracion(SC),0.078,0.612
Asys_floracion(SC),0.105,0.53
Asys_floracion(SC),0.089,0.494
Asys_floracion(SC),0.059,0.414
Asys_floracion(SC),0.068,0.455
Asys_floracion(SC),0.064,0.448
Asys_floracion(SC),0.084,0.526
Asys_floracion(SC),0.12,0.687
Asys_floracion(SC),0.115,0.666
Asys_floracion(SC),0.098,0.62
Asys_floracion(SC),0.118,0.763
Asys_floracion(SC),0.154,0.777
Asys_floracion(SC),0.099,0.685
Asys_floracion(SC),0.099,0.608
Asys_floracion(SC),0.102,0.595
Asys_floracion(SC),0.087,0.545
Asys_floracion(SC),0.096,0.562
Asys_floracion(SC),0.08,0.527
Asys_floracion(SC),0.083,0.578
Asys_floracion(SC),0.122,0.662
Asys_floracion(SC),0.077,0.613
Asys_floracion(SC),0.104,0.531
Asys_floracion(SC),0.088,0.495
Asys_floracion(SC),0.058,0.415
Asys_floracion(SC),0.067,0.457
Asys_floracion(SC),0.063,0.449
Asys_floracion(SC),0.083,0.528
Asys_floracion(SC),0.118,0.688
Asys_floracion(SC),0.113,0.668
Asys_floracion(SC),0.097,0.62
Asys_floracion(SC),0.116,0.763
Asys_floracion(SC),0.152,0.777
Asys_floracion(SC),0.098,0.685
Asys_floracion(SC),0.098,0.609
Asys_floracion(SC),0.1,0.597
Asys_floracion(SC),0.086,0.547
Asys_floracion(SC),0.095,0.563
Asys_floracion(SC),0.079,0.529
Asys_floracion(SC),0.082,0.578
Asys_floracion(SC),0.12,0.663
Asys_floracion(SC),0.076,0.614
Asys_floracion(SC),0.102,0.533
Asys_floracion(SC),0.087,0.497
Asys_floracion(SC),0.058,0.417
Asys_floracion(SC),0.066,0.459
Asys_floracion(SC),0.062,0.451
Asys_floracion(SC),0.081,0.53
Asys_floracion(SC),0.117,0.689
Asys_floracion(SC),0.112,0.669
Asys_floracion(SC),0.095,0.62
Asys_floracion(SC),0.115,0.763
Asys_floracion(SC),0.15,0.778
Asys_floracion(SC),0.096,0.686
Asys_floracion(SC),0.096,0.61
Asys_floracion(SC),0.099,0.598
Asys_floracion(SC),0.085,0.549
Asys_floracion(SC),0.093,0.565
Asys_floracion(SC),0.077,0.53
Asys_floracion(SC),0.08,0.58
Asys_floracion(SC),0.118,0.664
Asys_floracion(SC),0.074,0.614
Asys_floracion(SC),0.101,0.535
Asys_floracion(SC),0.086,0.5
Asys_floracion(SC),0.057,0.419
Asys_floracion(SC),0.065,0.462
Asys_floracion(SC),0.061,0.452
Asys_floracion(SC),0.08,0.532
Asys_floracion(SC),0.115,0.691
Asys_floracion(SC),0.11,0.67
Asys_floracion(SC),0.094,0.62
Asys_floracion(SC),0.113,0.763
Asys_floracion(SC),0.148,0.778
Asys_floracion(SC),0.094,0.687
Asys_floracion(SC),0.095,0.611
Asys_floracion(SC),0.097,0.6
Asys_floracion(SC),0.084,0.551
Asys_floracion(SC),0.092,0.568
Asys_floracion(SC),0.076,0.532
Asys_floracion(SC),0.079,0.582
Asys_floracion(SC),0.116,0.665
Asys_floracion(SC),0.073,0.614
Asys_floracion(SC),0.099,0.536
Asys_floracion(SC),0.084,0.501
Asys_floracion(SC),0.056,0.42
Asys_floracion(SC),0.064,0.464
Asys_floracion(SC),0.06,0.453
Asys_floracion(SC),0.078,0.533
Asys_floracion(SC),0.113,0.691
Asys_floracion(SC),0.108,0.67
Asys_floracion(SC),0.092,0.619
Asys_floracion(SC),0.111,0.763
Asys_floracion(SC),0.146,0.778
Asys_floracion(SC),0.093,0.687
Asys_floracion(SC),0.093,0.612
Asys_floracion(SC),0.096,0.601
Asys_floracion(SC),0.082,0.551
Asys_floracion(SC),0.09,0.569
Asys_floracion(SC),0.075,0.533
Asys_floracion(SC),0.078,0.584
Asys_floracion(SC),0.114,0.665
Asys_floracion(SC),0.072,0.613
Asys_floracion(SC),0.097,0.537
Asys_floracion(SC),0.083,0.502
Asys_floracion(SC),0.055,0.42
Asys_floracion(SC),0.062,0.464
Asys_floracion(SC),0.059,0.453
Asys_floracion(SC),0.077,0.533
Asys_floracion(SC),0.111,0.691
Asys_floracion(SC),0.106,0.67
Asys_floracion(SC),0.091,0.618
Asys_floracion(SC),0.109,0.763
Asys_floracion(SC),0.143,0.779
Asys_floracion(SC),0.091,0.687
Asys_floracion(SC),0.091,0.612
Asys_floracion(SC),0.094,0.601
Asys_floracion(SC),0.081,0.551
Asys_floracion(SC),0.089,0.57
Asys_floracion(SC),0.073,0.534
Asys_floracion(SC),0.076,0.585
Asys_floracion(SC),0.112,0.665
Asys_floracion(SC),0.07,0.613
Asys_floracion(SC),0.095,0.537
Asys_floracion(SC),0.081,0.503
Asys_floracion(SC),0.053,0.421
Asys_floracion(SC),0.061,0.465
Asys_floracion(SC),0.058,0.453
Asys_floracion(SC),0.075,0.534
Asys_floracion(SC),0.109,0.691
Asys_floracion(SC),0.105,0.67
Asys_floracion(SC),0.089,0.618
Asys_floracion(SC),0.107,0.763
Asys_floracion(SC),0.141,0.779
Asys_floracion(SC),0.089,0.687
Asys_floracion(SC),0.089,0.612
Asys_floracion(SC),0.092,0.601
Asys_floracion(SC),0.079,0.551
Asys_floracion(SC),0.087,0.57
Asys_floracion(SC),0.072,0.534
Asys_floracion(SC),0.075,0.586
Asys_floracion(SC),0.11,0.665
Asys_floracion(SC),0.069,0.614
Asys_floracion(SC),0.094,0.537
